#==================== 通用字符串 ====================#
ui.black_market_view.DiamondNotEnough = 钻石不足
ui.black_market_view.exchangeEmpty = 兑换次数已用完
ui.black_market_view.notEnoughMaterial = 材料不足
#==================== 黑市界面 ====================#

#==================== 公会创建界面 ====================#
ui.create_consortia_view.title = 公会
ui.create_consortia_view.create_title = 创建公会
ui.create_consortia_view.inputName = 输入公会名称
ui.create_consortia_view.inputDefaultName = 公会名称最多七个字
ui.create_consortia_view.choiceMark = 选择公会标志:
ui.create_consortia_view.btn_create = 创建公会
ui.create_consortia_view.countLimit = 名称不可超过七个汉字
ui.create_consortia_view.search = 搜索
ui.create_consortia_view.none = 无
ui.create_consortia_view.kickSuc = 成功踢出公会
ui.create_consortia_view.kickedOutTip = 你已被会长踢出公会

ui.create_consortia_view.needName = 公会需要名字哟
ui.create_consortia_view.consortia_name = 公会名:
ui.create_consortia_view.consortia_creator = 会长:
ui.create_consortia_view.consortia_id = 公会ID:
ui.create_consortia_view.consortia_member_count = 成员数量:
ui.create_consortia_view.apply_join = 申请加入
ui.create_consortia_view.apply_joined = 已申请
ui.create_consortia_view.consortia_notice_title = 公会公告
ui.create_consortia_view.consortia_list_title = 公会列表
ui.create_consortia_view.searchDefault = 搜索公会名或ID...
#==================== 公会创建界面 ====================#

#==================== 公会界面 ====================#
ui.consortia_view.title = 公会

ui.consortia_view.consortia_info = 公会\n信息
ui.consortia_view.member_management = 成员\n管理
ui.consortia_view.consortia_confrontation = 公会\n对抗
ui.consortia_view.consortia_lv = Lv<color=ffffff>%d</color>
ui.consortia_view.main.infoTitle = 公会信息
ui.consortia_view.main.memberTitle = 成员管理
ui.consortia_view.main.battleTitle = 公会对抗
ui.consortia_view.main.donateTitle = 公会捐献
ui.consortia_view.main.shopTitle = 公会商店
ui.consortia_view.main.privateDonateTitle = 公会求赠
ui.consortia_view.exit_consortia = 退出公会
ui.consortia_view.info.consortia_creator = 会长
ui.consortia_view.info.consortia_id = 公会ID
ui.consortia_view.info.consortia_member_count = 成员数量
ui.consortia_view.consortia_notice = 公会公告
ui.consortia_view.edit_consortia_notice = 编辑
ui.consortia_view.createSuc = 创建公会成功
ui.consortia_view.btnExit = 退出公会
ui.consortia_view.signSuc = 签到成功
ui.consortia_view.applySend = 已提交申请
ui.consortia_view.dismissSuc = 公会解散成功
ui.consortia_view.exitSuc = 退出公会成功
ui.consortia_view.btnDismiss = 解散公会
ui.consortia_view.sureDismiss = 确认要解散公会吗？
ui.consortia_view.sureExit = 确认要退出公会吗？
ui.consortia_view.sign_in = 公会签到
ui.consortia_view.consortia_signed = 已签到
ui.consortia_view.log1 = <color=#00B2FEFF>%s</color>申请加入公会
ui.consortia_view.log2 = <color=#00B2FEFF>%s</color>成功加入公会
ui.consortia_view.log3 = <color=#00B2FEFF>%s</color>退出了公会
ui.consortia_view.log4 = <color=#00B2FEFF>%s</color>进行了公会签到
ui.consortia_view.log5 = <color=#00B2FEFF>%s</color>被踢出了公会
ui.consortia_view.log6 = 会长<color=#00B2FEFF>%s</color>申请报名参加公会战
ui.consortia_view.log7 = 与<color=#00B2FEFF>%s</color>公会的公会战，我方获得了胜利
ui.consortia_view.log8 = 与<color=#00B2FEFF>%s</color>公会的公会战，我方不敌战败而归
#成员

ui.consortia_view.member.limitOpenTip = 开启设置
ui.consortia_view.member.limitCloseTip = 关闭设置
ui.consortia_view.member.limitPowerTip = 最低战力
ui.consortia_view.member.limitLevelTip = 最低等级
ui.consortia_view.member.limitOpenSuc = 开启成功
ui.consortia_view.member.limitCloseSuc = 关闭成功
ui.consortia_view.member.nolimit = 不限
ui.consortia_view.member.limitTitle = 自动加入设置
#公会战
ui.consortia_view.battle.title = 公会战
ui.consortia_view.battle.des = 上赛季三强公会
ui.consortia_view.battle.first = 第一名
ui.consortia_view.battle.second = 第二名
ui.consortia_view.battle.third = 第三名
ui.consortia_view.battle.btnRank = 本赛季排名
ui.consortia_view.battle.enter = 进入
ui.consortia_view.battle.introDes = 说明
ui.consortia_view.battle.intro = 规则1：每赛季共8场战斗，会长任何时间报名参加赛季比赛\n规则2：只有在会长报名后玩家才可以在每周3周6参加公会对抗\n规则3：玩家在对抗赛开始前都可随意更换上阵英雄
ui.consortia_view.battle.road = 第<color=#FE9E0D>%d</color>路
ui.consortia_view.battle.road.title = 第 %d 路
ui.consortia_view.battle.road.btn_up = 上阵
ui.consortia_view.battle.no_ranking_because_season_not_start_tips = 赛季尚未开始，暂无排名。
ui.consortia_view.battle.no_consortia_name = 暂无
ui.consortia_view.battle.not_register_tips = 未报名参加

ui.consortia_view.battle.win_view.title = 战斗胜利
ui.consortia_view.battle.win_view.congratulation_tips = 恭喜你的公会获得公会战第%d名
ui.consortia_view.battle.win_view.get_reward = 获得奖励
ui.consortia_view.battle.win_view.draw = 领取

ui.consortia_view.battle.lose_view.title = 战斗失败
ui.consortia_view.battle.lose_view.lose_tips = 很遗憾，你的公会本次战斗失败
ui.consortia_view.battle.lose_view.get_reward = 获得奖励
ui.consortia_view.battle.lose_view.draw = 领取
#捐献

ui.consortia_view.donate = 公会捐献
ui.consortia_view.donate1 = 普通捐献
ui.consortia_view.donate2 = 中级捐献
ui.consortia_view.donate3 = 高级捐献

ui.consortia_view.donated = 贡献值+%s
ui.consortia_view.exp = 公会经验+%s

ui.consortia_view.exp_title = 公会经验
ui.consortia_view.donatedname = 贡献值：
ui.consortia_view.remain_time = 剩余捐献次数：

ui.consortia_view.goldtips = 金币不足
ui.consortia_view.diamondtips = 钻石不足
ui.consortia_view.crystaltips = 水晶不足
ui.consortia_view.remaintimestips = 剩余次数不足

ui.consortia_view.donateok = 捐献成功

#商店

ui.consortia_view.shop = 公会商店
ui.consortia_view.shop.donated = <color=#dacla4>贡献值：</color>
ui.consortia_view.shop.tips = <color=#dacla4>公会商店每日<color=#fe9f0e>%s</color>点、<color=#fe9f0e>%s</color>点、<color=#fe9f0e> %s </color>点刷新</color>

ui.consortia_view.shop.buy = 购买
ui.consortia_view.shop.buyed = 已购买
ui.consortia_view.shop.cost.enough = 消耗贡献：<color=#00b2fe>%s</color>
ui.consortia_view.shop.cost.notenough = 消耗贡献：<color=#FF1F1F>%s</color>
ui.consortia_view.shop.lv = <color=#FF1F1F>公会等级%s级</color>
ui.consortia_view.shop.time = (%s后刷新)
ui.consortia_view.shop.tips_buyed = 购买成功
ui.consortia_view.shop.tips_buydenied = 贡献不够，买不了

#求赠
ui.consortia_view.consortia_private_donation_panel.request_donation = 求赠
ui.consortia_view.consortia_private_donation_panel.private_donation_item.donate = 捐赠
ui.consortia_view.consortia_private_donation_panel.private_donation_item.requirement = 需\n求
ui.consortia_view.consortia_private_donation_panel.private_donation_item.my_own_count_title = 我拥有的数量:
ui.consortia_view.consortia_private_donation_panel.private_donation_item.in_progress = 进行中

#求赠选择英雄界面
ui.private_donation_request_view.please_select_request_hero = 请选择需要求赠的英雄并确认
ui.private_donation_request_view.ok = 确定
ui.private_donation_request_view.please_select_request_hero_tips = 请选择需要求赠的英雄

#求赠确认界面
ui.private_donation_request_confirm_view.title = 求购%s英雄碎片X%d
ui.private_donation_request_confirm_view.tips = 每日只可发送一次求赠信息\n是否确定发送？
ui.private_donation_request_confirm_view.cancel = 取消
ui.private_donation_request_confirm_view.ok = 确定

#聊天

ui.consortia_view.chat = 公会聊天
ui.consortia_view.chat.master =【会长】
ui.consortia_view.chat.notmaster = (会员)

#==================== 公会界面 ====================#

#==================== 背包界面 ====================#
ui.pack_view.pack_title = 背包
ui.pack_view.tag.equipments = 装备
ui.pack_view.item_des_title = 材料说明
ui.pack_view.equipment_des_title = 装备说明
ui.pack_view.item_produce_title = 材料产出
ui.pack_view.item_count = 数量: <color=#2FA7F4>%d</color>
ui.pack_view.use = 使用
ui.pack_view.compose = 合成
ui.pack_view.tips.item_not_enough = 材料不足，查看材料获取途径？
sheet_item_type1 = 道具
sheet_item_type2 = 碎片
ui.pack_view.equipments_title = 装备
ui.pack_view.equipments_count_title = 装备数量
ui.pack_view.train_equipment = 培养
ui.pack_view.decompose = 分解
ui.pack_view.decomposeSuc = 分解成功
#==================== 背包界面 ====================#

#==================== 通用背包扩充提示界面 ====================#
ui.common_expand_bag_tips_view.cancel= 取消
ui.common_expand_bag_tips_view.not_enough_bag_title = 背包空间不足
ui.common_expand_bag_tips_view.not_enough_bag_description = 扩充{0}个背包?
ui.common_expand_bag_tips_view.not_enough_bag_description2 = 扩充%d个背包?
ui.common_expand_bag_tips_view.nottip = 不再提示
ui.common_expand_bag_tips_view.costDes = 花费
ui.common_expand_bag_tips_view.expand_bag = 扩充背包
#==================== 通用背包扩充提示界面 ====================#

#==================== 卸载装备提示界面 ====================#
ui.confirm_put_off_equipment_tips_view.tips = 卸下装备需要消耗
ui.confirm_put_off_equipment_tips_view.cancel = 取消
ui.confirm_put_off_equipment_tips_view.ok = 确定
#==================== 卸载装备提示界面 ====================#

#==================== 替换装备提示界面 ====================#
ui.confirm_substitute_equipment_tips_view.tips = 您在当前位置上已有装备，是否替换？
ui.confirm_substitute_equipment_tips_view.destory_and_equip = 销毁并装备
ui.confirm_substitute_equipment_tips_view.substitute = 替换
#==================== 替换装备提示界面 ====================#

#==================== 消耗确认界面 ====================#
ui.confirm_cost_tip_view.title = 消耗确认
ui.confirm_cost_tip_view.noTip = 不再提示
ui.confirm_cost_tip_view.cost_des = 确认要花费吗？
ui.confirm_cost_tip_view.cost_title = 花费:
ui.confirm_cost_tip_view.cancel = 取消
ui.confirm_cost_tip_view.ok = 确认
#==================== 消耗确认界面 ====================#

#==================== 玩家手册界面 ====================#
ui.player_manual_view.category.hero = 英雄
ui.player_manual_view.category.equipment = 装备
ui.player_manual_view.category.material = 材料

ui.player_manual_view.hero_function_1 = 强化
ui.player_manual_view.hero_function_2 = 升星
ui.player_manual_view.hero_function_3 = 职业
ui.player_manual_view.hero_function_4 = 使魔
ui.player_manual_view.hero_function_5 = 羁绊
ui.player_manual_view.hero_function_6 = 技能

ui.player_manual_view.hero_function.description_1 = 强化可以在英雄培养中使用。\n英雄可以通过吞噬其他没用的英雄进行强化，强化后可以提升英雄大量的属性。\n其中咩咩羊作为材料使用的话，可以获得大量的强化经验。\n强化等级无法超过玩家的帐号等级。

ui.player_manual_view.hero_function.description_2 = 升星可以在英雄培养中使用。\n英雄最高可以升至6星。\n升星需要一定数量的同英雄碎片，升星后可以获得英雄大量的属性。

ui.player_manual_view.hero_function.description_3 = 英雄分为5个职业，不同职业能力各不相同。\n防御型：防高血厚典型的肉盾型职业。\n魔法型：擅长魔法攻击，有较高的输出能力。\n综合型：相较于其他职业各项能力都比较综合。\n物击型：擅长物理攻击，有较高的输出能力。\n辅助型：释放各种BUFF类技能以及恢复魔法是这个职业的特点。

ui.player_manual_view.hero_function.description_4 = 使魔是主角特有的系统，在英雄培养中使用。\n通过搜集一定数量的使魔英雄碎片就可进行更换使魔。\n更换后主角技能会发生改变，主角会变得更强大。\n激活过的使魔可以互相进行切换。\n切换使魔的过程中会保留英雄的等级以及强化等级。

ui.player_manual_view.hero_function.description_5 = 羁绊是英雄特有的系统，在英雄培养中使用。\n通过搜集齐所需羁绊英雄从而可以激活羁绊。\n激活后的英雄不可反复被其他羁绊激活，需先解除羁绊关系才可再次被激活。\n羁绊的激活可给英雄带来大幅的属性加成。

ui.player_manual_view.hero_function.description_6 = 每个英雄一般有1~2个主动技能和一个被动技能。\n主动技能左下角标志起代表是浮空起始技，追代表浮空追击技。\n主动技能右下角表示该技能的类型，分别有攻，防，辅，群。\n主动技能施放需要一定的冷却时间，而被动技能则入场就或自动触发

ui.player_manual_view.equipment_function_1 = 强化
ui.player_manual_view.equipment_function_2 = 重铸
ui.player_manual_view.equipment_function_3 = 升星
ui.player_manual_view.equipment_function_4 = 镶嵌
ui.player_manual_view.equipment_function_5 = 继承
ui.player_manual_view.equipment_function_6 = 器魂

ui.player_manual_view.equipment_functions.description_1 = 强化可在装备培养界面中打开。\n使用金币可对装备进行强化。\n强化必定成功，强化后提升装备基础属性。\n装备强化等级无法超过玩家的帐号等级。


ui.player_manual_view.equipment_functions.description_2 = 重铸可在装备培养界面中打开。\n使用幻之钢可对装备随机属性进行重置。\n根据装备品质不同随机属性的数量和数值也不相同。\n每次重铸后都可以选择是否替换新的随机属性。

ui.player_manual_view.equipment_functions.description_3 = 升星可在装备培养界面中打开。\n使用升星卷轴可对装备进行升星，最高可升至6星。\n升星必定成功，越高级的升星卷轴提升的升星属性会越高。\n升星提升的属性是随机的，如果对提升的属性不满意，可以进行退星操作。\n多个相同的升星卷轴可进行合成升级。

ui.player_manual_view.equipment_functions.description_4 = 镶嵌可在装备培养界面中打开。\n每件装备都有两个宝石槽，宝石槽的形状对应可镶嵌的宝石。\n宝石的镶嵌和摘除都是免费操作。\n镶嵌后可以提升装备大量的宝石属性。\n相同的宝石可以多个进行合成升级。

ui.player_manual_view.equipment_functions.description_5 = 继承可在装备培养界面中打开。\n可以将老装备的星级和强化等级完美的继承给新的装备。\n继承过程中也可以选择是否要继承全部，或是只继承等级、星级。\n继承后老装备将会被销毁。

ui.player_manual_view.equipment_functions.description_6 = 装备分解可在背包界面中打开。\n分解没用的装备和装备碎片可以获得对应数量的器魂。\n器魂可用于器魂商店兑换高级装备。\n如果分解的装备是强化过的，则会返还部分强化消耗的金币。



ui.player_manual_view.material_function_1 = 材料1
ui.player_manual_view.material_function_2 = 材料2
ui.player_manual_view.material_function_3 = 材料3
ui.player_manual_view.material_function_4 = 材料4
ui.player_manual_view.material_function_5 = 材料5
ui.player_manual_view.material_function_6 = 材料6
#==================== 玩家手册界面 ====================#

#==================== 长按tip提示界面 ====================#
ui.common_des_view.use = 只有<color=#FF0000>{0}</color>英雄可以使用
ui.common_des_view.use_lua = 只有<color=#FF0000>%s</color>英雄可以使用
ui.common_des_view.summonSkill = 终极召唤
ui.common_des_view.activeSkill = 主动技能
ui.common_des_view.passiveSkill = 被动技能

ui.common_des_view.startFloat = 浮空起始技
ui.common_des_view.startTumble = 倒地起始技
ui.common_des_view.floatComboing = 浮空跟随技
ui.common_des_view.tumbleComboing = 倒地跟随技

ui.common_des_view.expend_pveAction = 每次开始冒险时消耗{0}个\n
ui.common_des_view.expend_TowerAction = 进入千层塔每次消耗{0}个\n
ui.common_des_view.expend_pvpAction = 进入竞技场每次消耗{0}个\n
ui.common_des_view.recover_time = 回复倒计时：{0}\n
ui.common_des_view.recover_minute = {0}分钟回复一个\n
ui.common_des_view.recover_hour = {0}小时回复一个\n
ui.common_des_view.recover_hourMinute = {0}小时{1}分钟回复一个\n
ui.common_des_view.owner = 当前拥有：{0}{1}
ui.common_des_view.owner2 = 当前拥有：{0}{1}\n
ui.common_des_view.limit = 回复上限：{0}{1}\n

#====================在线礼包===========================#
ui.online_gift_reward_view.title = 在线礼包奖励
ui.online_gift_reward_view.canGetReward = 可领取

#==================== 长按tip提示界面 ====================#

#==================== 关卡显示名称 ====================#

dungeon.name.1-1 = 新手的试练
dungeon.name.1-2 = 愤怒的狼王
dungeon.name.1-3 = 丛林沼泽
dungeon.name.1-4 = 荆棘小径
dungeon.name.1-5 = 偶遇破晓
dungeon.name.2-1 = 丛林边境
dungeon.name.2-2 = 失控的玩具
dungeon.name.2-3 = 神秘的声音
dungeon.name.2-4 = 暴走的挨拉
dungeon.name.2-5 = 远方的呼救
dungeon.name.2-6 = 城防禁军
dungeon.name.2-7 = 及时的救援
dungeon.name.3-1 = 禁军的拦截
dungeon.name.3-2 = 混乱的街道
dungeon.name.3-3 = 钢铁内城
dungeon.name.3-4 = 禁军统领
dungeon.name.3-5 = 小小的冲突
dungeon.name.3-6 = 冲突升级
dungeon.name.3-7 = 解决冲突
dungeon.name.3-8 = 苍狼佣兵团
dungeon.name.4-1 = 再次启程
dungeon.name.4-2 = 森林入口
dungeon.name.4-3 = 精灵？
dungeon.name.4-4 = 森林深处
dungeon.name.4-5 = 精灵迷宫
dungeon.name.4-6 = 人类护卫
dungeon.name.4-7 = 精灵秘境
dungeon.name.4-8 = 精灵守卫
dungeon.name.4-9 = 精灵神殿
dungeon.name.5-1 = 幽暗峡谷
dungeon.name.5-2 = 峡谷探险
dungeon.name.5-3 = 离开峡谷
dungeon.name.5-4 = 讨厌的骷髅
dungeon.name.5-5 = 阴森小路
dungeon.name.5-6 = 黑暗交易所
dungeon.name.5-7 = 沼泽边缘
dungeon.name.5-8 = 幽暗沼泽
dungeon.name.5-9 = 深入沼泽
dungeon.name.5-10 = 恶魔降临
dungeon.name.6-1 = 沼泽交界处
dungeon.name.6-2 = 灼热气息
dungeon.name.6-3 = 恶魔的警告
dungeon.name.6-4 = 熔岩之地
dungeon.name.6-5 = 前往溶洞
dungeon.name.6-6 = 战轮妖姬
dungeon.name.6-7 = 钟乳溶洞
dungeon.name.6-8 = 火山的腹地
dungeon.name.6-9 = 远古的封印
dungeon.name.6-10 = 复苏的魔王
dungeon.name.7-1 = 远古禁军
dungeon.name.7-2 = 曾今的辉煌
dungeon.name.7-3 = 再遇破晓
dungeon.name.7-4 = 致命的偷袭
dungeon.name.7-5 = 机甲军营
dungeon.name.7-6 = 封印破除
dungeon.name.7-7 = 异界的战士
dungeon.name.7-8 = 凄惨的叫声
dungeon.name.7-9 = 军团指挥所
dungeon.name.7-10 = 神秘来客
dungeon.name.7-11 = 高傲的骑士
dungeon.name.8-1 = 森林入口
dungeon.name.8-2 = 困境重重
dungeon.name.8-3 = 巨木林地
dungeon.name.8-4 = 巨大的阴谋
dungeon.name.8-5 = 绿树酒馆
dungeon.name.8-6 = 无尽的阻挠
dungeon.name.8-7 = 突如其来的雪
dungeon.name.8-8 = 克隆人赫敏
dungeon.name.8-9 = 冰之桥
dungeon.name.8-10 = 埋伏者
dungeon.name.8-11 = 卡尔特湖
dungeon.name.8-12 = 卡曼部落
dungeon.name.9-1 = 诅咒迷宫
dungeon.name.9-2 = 强敌再现
dungeon.name.9-3 = 生物实验室
dungeon.name.9-4 = 躲在暗处的敌人
dungeon.name.9-5 = 消失的敌人
dungeon.name.9-6 = 散落的断剑
dungeon.name.9-7 = 战斗的声响
dungeon.name.9-8 = 失控的克隆人
dungeon.name.9-9 = 迷宫突击1
dungeon.name.9-10 = 迷宫突击2
dungeon.name.9-11 = 迷宫的出口
dungeon.name.9-12 = 魔法少女
dungeon.name.10-1 = 基地？
dungeon.name.10-2 = 量产的克隆人
dungeon.name.10-3 = 情况紧急
dungeon.name.10-4 = 破晓艾丽塔
dungeon.name.10-5 = 强大的克隆人1
dungeon.name.10-6 = 强大的克隆人2
dungeon.name.10-7 = 强大的克隆人3
dungeon.name.10-8 = 未来歌姬
dungeon.name.10-9 = 尸骨阶梯
dungeon.name.10-10 = 暗红色的祭坛
dungeon.name.10-11 = 胜利在即
dungeon.name.10-12 = 强悍的少女



dungeon.name.60001 = 亚种挑战
dungeon.name.60002 = 亚种挑战
dungeon.name.60003 = 亚种挑战
dungeon.name.60011 = Boss挑战
dungeon.name.60012 = Boss挑战
dungeon.name.60013 = Boss挑战






dungeon.name.60004 = 挑战
dungeon.name.60006 = 挑战
dungeon.name.60008 = 挑战
dungeon.name.60010 = 挑战

dungeon.name.61002 = 挑战
dungeon.name.61004 = 挑战
dungeon.name.61006 = 挑战
dungeon.name.61008 = 挑战
dungeon.name.61010 = 挑战
dungeon.name.61011 = 挑战
dungeon.name.61012 = 挑战
dungeon.name.61013 = 挑战

dungeon.name.62002 = 挑战
dungeon.name.62004 = 挑战
dungeon.name.62006 = 挑战
dungeon.name.62008 = 挑战
dungeon.name.62010 = 挑战
dungeon.name.62011 = 挑战
dungeon.name.62012 = 挑战
dungeon.name.62013 = 挑战




#==================== 关卡显示名称 ====================#


#==================== 关卡大地图名称 ====================#
sheet_dounge.dungeon_show.1 = 1-1
sheet_dounge.dungeon_show.2 = 1-2
sheet_dounge.dungeon_show.3 = 1-3
sheet_dounge.dungeon_show.4 = 1-4
sheet_dounge.dungeon_show.5 = 1-5
sheet_dounge.dungeon_show.6 = 2-1
sheet_dounge.dungeon_show.7 = 2-2
sheet_dounge.dungeon_show.8 = 2-3
sheet_dounge.dungeon_show.9 = 2-4
sheet_dounge.dungeon_show.10 = 2-5
sheet_dounge.dungeon_show.11 = 2-6
sheet_dounge.dungeon_show.12 = 2-7
sheet_dounge.dungeon_show.13 = 3-1
sheet_dounge.dungeon_show.14 = 3-2
sheet_dounge.dungeon_show.15 = 3-3
sheet_dounge.dungeon_show.16 = 3-4
sheet_dounge.dungeon_show.17 = 3-5
sheet_dounge.dungeon_show.18 = 3-6
sheet_dounge.dungeon_show.19 = 3-7
sheet_dounge.dungeon_show.20 = 3-8
sheet_dounge.dungeon_show.21 = 4-1
sheet_dounge.dungeon_show.22 = 4-2
sheet_dounge.dungeon_show.23 = 4-3
sheet_dounge.dungeon_show.24 = 4-4
sheet_dounge.dungeon_show.25 = 4-5
sheet_dounge.dungeon_show.26 = 4-6
sheet_dounge.dungeon_show.27 = 4-7
sheet_dounge.dungeon_show.28 = 4-8
sheet_dounge.dungeon_show.29 = 4-9
sheet_dounge.dungeon_show.30 = 5-1
sheet_dounge.dungeon_show.31 = 5-2
sheet_dounge.dungeon_show.32 = 5-3
sheet_dounge.dungeon_show.33 = 5-4
sheet_dounge.dungeon_show.34 = 5-5
sheet_dounge.dungeon_show.35 = 5-6
sheet_dounge.dungeon_show.36 = 5-7
sheet_dounge.dungeon_show.37 = 5-8
sheet_dounge.dungeon_show.38 = 5-9
sheet_dounge.dungeon_show.39 = 5-10
sheet_dounge.dungeon_show.40 = 6-1
sheet_dounge.dungeon_show.41 = 6-2
sheet_dounge.dungeon_show.42 = 6-3
sheet_dounge.dungeon_show.43 = 6-4
sheet_dounge.dungeon_show.44 = 6-5
sheet_dounge.dungeon_show.45 = 6-6
sheet_dounge.dungeon_show.46 = 6-7
sheet_dounge.dungeon_show.47 = 6-8
sheet_dounge.dungeon_show.48 = 6-9
sheet_dounge.dungeon_show.49 = 6-10
sheet_dounge.dungeon_show.50 = 7-1
sheet_dounge.dungeon_show.51 = 7-2
sheet_dounge.dungeon_show.52 = 7-3
sheet_dounge.dungeon_show.53 = 7-4
sheet_dounge.dungeon_show.54 = 7-5
sheet_dounge.dungeon_show.55 = 7-6
sheet_dounge.dungeon_show.56 = 7-7
sheet_dounge.dungeon_show.57 = 7-8
sheet_dounge.dungeon_show.58 = 7-9
sheet_dounge.dungeon_show.59 = 7-10
sheet_dounge.dungeon_show.60 = 7-11
sheet_dounge.dungeon_show.61 = 8-1
sheet_dounge.dungeon_show.62 = 8-2
sheet_dounge.dungeon_show.63 = 8-3
sheet_dounge.dungeon_show.64 = 8-4
sheet_dounge.dungeon_show.65 = 8-5
sheet_dounge.dungeon_show.66 = 8-6
sheet_dounge.dungeon_show.67 = 8-7
sheet_dounge.dungeon_show.68 = 8-8
sheet_dounge.dungeon_show.69 = 8-9
sheet_dounge.dungeon_show.70 = 8-10
sheet_dounge.dungeon_show.71 = 8-11
sheet_dounge.dungeon_show.72 = 8-12
sheet_dounge.dungeon_show.73 = 9-1
sheet_dounge.dungeon_show.74 = 9-2
sheet_dounge.dungeon_show.75 = 9-3
sheet_dounge.dungeon_show.76 = 9-4
sheet_dounge.dungeon_show.77 = 9-5
sheet_dounge.dungeon_show.78 = 9-6
sheet_dounge.dungeon_show.79 = 9-7
sheet_dounge.dungeon_show.80 = 9-8
sheet_dounge.dungeon_show.81 = 9-9
sheet_dounge.dungeon_show.82 = 9-10
sheet_dounge.dungeon_show.83 = 9-11
sheet_dounge.dungeon_show.84 = 9-12
sheet_dounge.dungeon_show.85 = 10-1
sheet_dounge.dungeon_show.86 = 10-2
sheet_dounge.dungeon_show.87 = 10-3
sheet_dounge.dungeon_show.88 = 10-4
sheet_dounge.dungeon_show.89 = 10-5
sheet_dounge.dungeon_show.90 = 10-6
sheet_dounge.dungeon_show.91 = 10-7
sheet_dounge.dungeon_show.92 = 10-8
sheet_dounge.dungeon_show.93 = 10-9
sheet_dounge.dungeon_show.94 = 10-10
sheet_dounge.dungeon_show.95 = 10-11
sheet_dounge.dungeon_show.96 = 10-12






sheet_dounge.dungeon_show.60001 = (亚种)
sheet_dounge.dungeon_show.60002 = (亚种)
sheet_dounge.dungeon_show.60003 = (亚种)
sheet_dounge.dungeon_show.60011 = 毁灭者
sheet_dounge.dungeon_show.60012 = 游侠
sheet_dounge.dungeon_show.60013 = 武士





sheet_dounge.dungeon_show.60004 = 伊瑟拉(亚种)
sheet_dounge.dungeon_show.60006 = 狮鹫(亚种)
sheet_dounge.dungeon_show.60008 = 铁皮猫(亚种)
sheet_dounge.dungeon_show.60010 = 发条兔(亚种)

sheet_dounge.dungeon_show.61002 = 暴暴熊(亚种)
sheet_dounge.dungeon_show.61004 = 小恶魔(亚种)
sheet_dounge.dungeon_show.61006 = 骷髅兵(亚种)
sheet_dounge.dungeon_show.61008 = 伊瑟拉(亚种)
sheet_dounge.dungeon_show.61010 = 铁皮猫(亚种)
sheet_dounge.dungeon_show.61011 = 毁灭者
sheet_dounge.dungeon_show.61012 = 游侠
sheet_dounge.dungeon_show.61013 = 武士

sheet_dounge.dungeon_show.62002 = 小恶魔(亚种)
sheet_dounge.dungeon_show.62004 = 暴暴熊(亚种)
sheet_dounge.dungeon_show.62006 = 铁皮猫(亚种)
sheet_dounge.dungeon_show.62008 = 暴暴熊(亚种)
sheet_dounge.dungeon_show.62010 = 暴暴熊(亚种)
sheet_dounge.dungeon_show.62011 = 毁灭者
sheet_dounge.dungeon_show.62012 = 游侠
sheet_dounge.dungeon_show.62013 = 武士
















#==================== 关卡大地图名称 ====================#

#==================== 章节名称 ====================#

sheet_chapter.name1 = 迷雾丛林
sheet_chapter.name2 = 玩具工厂
sheet_chapter.name3 = 钢铁之都
sheet_chapter.name4 = 妖精森林
sheet_chapter.name5 = 幽暗之地
sheet_chapter.name6 = 熔岩沼泽
sheet_chapter.name7 = 遗忘都市
sheet_chapter.name8 = 宁静之森
sheet_chapter.name9 = 诅咒迷宫
sheet_chapter.name10 = 烈焰祭坛

#==================== 章节名称 ====================#



#==================== 关卡显示描述 ====================#
dungeon.description.1-1 = 近期迷雾森林频频出现野狼袭击旅人事件。
dungeon.description.1-2 = 据说有一只可怕的狼王在这附近，周围静的可怕，希望不要遇到它。
dungeon.description.1-3 = 这是一个充满着危险的丛林沼泽，据说地精十分喜欢这里的环境。
dungeon.description.1-4 = 周围是茂密的荆棘，地精往往喜欢埋伏在荆棘中伺机袭击你。
dungeon.description.1-5 = 一路追踪下总算发现，终于发现了破晓组织所留下的蛛丝马迹。
dungeon.description.2-1 = 丛林的边境是怪物的集会所，可是为什么怪物都不见了呢？
dungeon.description.2-2 = 越靠近玩具工厂，失控的玩具就越多，这其中发生了什么？
dungeon.description.2-3 = 前方好像隐约听到有人说话的声音。
dungeon.description.2-4 = 据说玩具工厂是由一个人形电脑的机器人在管理着，她似乎应该就在附近。
dungeon.description.2-5 = 正打算离开玩具工厂，突然听到远方传来了呼救的声音。
dungeon.description.2-6 = 距离钢铁之都越来越近了，屡次出现失控的城防禁军。
dungeon.description.2-7 = 机甲少女的机甲似乎也不受控制了，少女正在无助的求救。
dungeon.description.3-1 = 眼看就要进城，突如其来的大批禁军让人措手不及。
dungeon.description.3-2 = 外城的街道到处可见失控的禁军，不少民众正手握武器进行着抵抗。
dungeon.description.3-3 = 不愧是钢铁之都，内城被厚厚的钢铁之墙包围着。
dungeon.description.3-4 = 失控的禁军？英姿飒爽的禁军统领登场！
dungeon.description.3-5 = 迎面而来的佣兵团，打听一下是否有可用的消息。
